"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
50,"RM",40,4400,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1.5Fin",6,8,48,0,"Gable","CompShg","Stucco","Stucco","None",0,2,3,"BrkTil",1,3,2,2,0,2,0,648,648,"GasA",3,"Y","FuseA",734,384,0,1118,0,0,1,0,1,3,6,"Typ",0,"Detchd",90,"Unf",2,440,3,3,"Y",0,0,0,0,0,0,0,10,0,"WD","Normal",116000
45,"RM",50,6000,"Pave","Reg","Lvl","Inside",1,"BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,54,54,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",2,3,2,2,0,2,0,884,884,"GasA",4,"Y","SBrkr",904,0,0,904,0,0,1,0,1,3,4,"Typ",0,"Detchd",26,"Unf",1,180,3,3,"Y",0,0,105,0,0,0,0,1,3,"WD","Normal",119000
30,"RL",40,4280,"Pave","Reg","Lvl","Inside",1,"Crawfor","Norm","Norm","1Fam","1Story",5,6,41,52,"Gable","CompShg","WdShing","Stucco","None",0,2,3,"PConc",2,3,2,3,365,2,0,75,440,"GasA",3,"N","SBrkr",694,0,0,694,0,0,1,0,1,4,4,"Typ",1,"Detchd",90,"Unf",1,352,4,3,"P",0,0,34,0,0,0,0,3,1,"WD","Normal",90350
50,"RL",67,12354,"Pave","Reg","Lvl","Corner",1,"Edwards","Norm","Norm","1Fam","1.5Fin",6,8,48,50,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,2,3,2,0,2,0,684,684,"GasA",4,"Y","SBrkr",684,512,0,1196,0,0,1,0,1,4,7,"Typ",0,"Detchd",105,"Unf",2,528,3,3,"Y",0,46,0,0,0,0,800,8,3,"ConLI","Normal",110000
20,"RL",105,15431,"Pave","Reg","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","1Story",10,5,136,58,"Hip","CompShg","VinylSd","VinylSd","Stone",200,4,3,"PConc",4,3,5,7,1767,6,539,788,3094,"GasA",5,"Y","SBrkr",2402,0,0,2402,1,0,2,0,1,5,10,"Typ",2,"Attchd",108,"Fin",3,672,3,3,"Y",0,72,0,0,170,0,0,4,3,"WD","Normal",555000
90,"RL",92,12108,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","Duplex","1Story",4,4,83,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",270,2,3,"CBlock",2,3,2,6,133,2,0,1307,1440,"GasA",3,"N","FuseF",1440,0,0,1440,0,0,2,0,2,2,8,"Typ",0,"Detchd",55.6951333333333,"Unf",0,0,2.728,2.695,"Y",0,0,0,0,0,0,0,9,2,"WD","Normal",118000
50,"RM",52,6240,"Pave","Reg","Lvl","Inside",1,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,58,42,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"PConc",2,3,2,2,0,2,0,1078,1078,"GasA",3,"Y","SBrkr",1128,445,0,1573,0,0,2,0,1,3,8,"Typ",1,"Detchd",30,"Unf",2,360,3,3,"P",0,0,0,0,0,0,0,6,2,"WD","Normal",162900
120,"RL",53,3922,"Pave","Reg","Lvl","Inside",1,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,134,57,"Gable","CompShg","WdShing","Wd Shng","BrkFace",72,3,3,"PConc",4,3,4,2,0,2,0,1258,1258,"GasA",5,"Y","SBrkr",1258,0,0,1258,0,0,2,0,1,4,6,"Typ",1,"Attchd",107,"Fin",3,648,3,3,"Y",144,16,0,0,0,0,0,6,1,"New","Partial",172500
60,"RL",70,8750,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,122,45,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",3,3,2,7,642,2,0,273,915,"GasA",5,"Y","SBrkr",933,975,0,1908,1,0,2,1,1,4,8,"Typ",1,"Attchd",94,"Unf",2,493,3,3,"Y",144,133,0,0,0,0,0,7,2,"WD","Normal",210000
20,"RL",73,9855,"Pave","Reg","Lvl","Corner",1,"Edwards","Norm","Norm","1Fam","1Story",6,5,84,6,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,2,0,2,0,1436,1436,"GasA",2,"Y","SBrkr",1689,0,0,1689,0,0,1,0,1,3,7,"Typ",1,"Attchd",56,"Unf",2,480,3,3,"Y",0,0,0,0,0,0,0,11,3,"COD","Normal",127500
20,"RL",137,16492,"Pave","IR1","Lvl","Corner",1,"NAmes","PosA","Norm","1Fam","1Story",6,6,94,52,"Gable","CompShg","BrkFace","Plywood","None",0,3,3,"CBlock",2,3,2,6,247,4,713,557,1517,"GasA",5,"Y","SBrkr",1888,0,0,1888,0,0,2,1,1,4,6,"Mod",1,"Attchd",66,"Fin",2,578,3,3,"Y",0,0,0,0,0,0,0,6,4,"WD","Normal",190000
60,"RL",86.3711666666667,11214,"Pave","IR1","Lvl","Corner",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,126,49,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,930,930,"GasA",4,"Y","SBrkr",956,930,0,1886,0,0,2,1,1,4,10,"Typ",1,"Attchd",98,"Fin",2,431,3,3,"Y",89,0,0,0,0,0,0,7,0,"WD","Normal",199900
50,"RM",50,8600,"Pave","Reg","Bnk","Inside",1,"IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,65,0,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,780,780,"GasA",3,"Y","SBrkr",780,596,0,1376,0,0,2,0,1,3,7,"Typ",1,"Detchd",37,"Unf",1,198,3,3,"N",0,0,0,0,0,0,0,6,0,"WD","Normal",119500
50,"RM",50,6000,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1.5Fin",3,7,76,52,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"CBlock",2,3,2,6,331,2,0,318,649,"GasA",5,"Y","SBrkr",679,504,0,1183,0,0,1,1,1,3,6,"Typ",0,"Detchd",81,"Unf",1,308,3,3,"Y",0,176,0,0,0,0,0,6,1,"WD","Normal",120000
30,"RM",70,5684,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1Story",6,8,58,55,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,813,813,"GasA",5,"Y","FuseA",813,0,0,813,0,0,1,0,1,4,5,"Typ",0,"Detchd",32,"Unf",1,270,2,2,"N",0,113,0,0,0,0,0,6,0,"WD","Normal",110000
20,"RL",62,70761,"Pave","IR1","Low","Inside",2,"ClearCr","Norm","Norm","1Fam","1Story",7,5,103,25,"Gable","WdShngl","Plywood","Plywood","None",0,2,3,"CBlock",3,3,5,6,655,2,0,878,1533,"GasA",3,"Y","SBrkr",1533,0,0,1533,1,0,2,0,1,4,5,"Typ",2,"Attchd",75,"Unf",2,576,3,3,"Y",200,54,0,0,0,0,0,12,0,"WD","Normal",280000
60,"RL",79.0788630591631,9303,"Pave","IR1","Lvl","Corner",1,"Timber","Norm","Norm","1Fam","2Story",6,5,124,47,"Hip","CompShg","VinylSd","VinylSd","BrkFace",42,3,3,"PConc",4,3,2,6,742,2,0,130,872,"GasA",5,"Y","SBrkr",888,868,0,1756,1,0,2,1,1,3,7,"Typ",0,"Attchd",96,"Fin",2,422,3,3,"Y",144,122,0,0,0,0,0,7,1,"WD","Normal",204000
60,"FV",75,9000,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","2Story",8,5,136,58,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,768,768,"GasA",5,"Y","SBrkr",786,804,0,1590,0,0,2,1,1,4,6,"Typ",0,"Attchd",108,"RFn",2,676,3,3,"Y",0,30,0,0,0,0,0,6,3,"WD","Normal",210000
90,"RL",63,9297,"Pave","Reg","Lvl","Inside",1,"Mitchel","Norm","Norm","Duplex","1Story",5,5,104,26,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",2,3,2,6,1606,2,0,122,1728,"GasA",3,"Y","SBrkr",1728,0,0,1728,2,0,2,0,2,3,8,"Typ",0,"Detchd",76,"Unf",2,560,3,3,"Y",0,0,0,0,0,0,0,7,0,"WD","Family",188000
20,"RL",80,9600,"Pave","Reg","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","1Story",7,6,101,23,"Hip","CompShg","HdBoard","HdBoard","BrkFace",320,2,3,"CBlock",2,3,2,6,916,2,0,326,1242,"GasA",2,"Y","SBrkr",1242,0,0,1242,0,0,1,1,1,3,6,"Typ",1,"Attchd",73,"Unf",2,528,3,3,"Y",0,0,0,0,0,0,0,9,1,"WD","Normal",175500
70,"RM",34,4571,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2Story",5,5,44,0,"Gable","CompShg","AsbShng","AsbShng","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,624,624,"GasA",2,"N","SBrkr",624,720,0,1344,0,0,1,0,1,3,7,"Typ",0,"Detchd",16,"Unf",3,513,2,2,"Y",0,0,96,0,0,0,0,5,2,"COD","Abnorml",98000
20,"RL",88.5137333333333,53227,"Pave","IR1","Low","CulDSac",2,"ClearCr","Norm","Norm","1Fam","1Story",4,6,82,44,"Flat","Tar&Grv","Plywood","Plywood","None",0,2,3,"CBlock",3,3,5,5,1116,2,0,248,1364,"GasA",5,"Y","SBrkr",1663,0,0,1663,1,0,1,0,1,4,6,"Min1",2,"Attchd",54,"Fin",2,529,3,3,"Y",224,137,0,0,0,0,0,3,2,"WD","Normal",256000
70,"RM",57.5367380952381,5100,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2Story",8,7,53,46,"Hip","CompShg","Stucco","Wd Shng","None",0,2,4,"PConc",2,3,2,2,0,2,0,588,588,"GasA",2,"Y","SBrkr",833,833,0,1666,0,0,1,0,1,4,7,"Typ",1,"Detchd",25,"Unf",1,228,3,3,"Y",192,63,0,0,0,0,0,6,2,"WD","Normal",161000
50,"RL",65.6571666666667,7015,"Pave","IR1","Bnk","Corner",1,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,78,0,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",161,2,3,"CBlock",2,3,2,3,185,2,0,524,709,"GasA",3,"Y","SBrkr",979,224,0,1203,1,0,1,0,1,4,5,"Typ",1,"Detchd",50,"Unf",1,352,3,3,"Y",0,0,248,0,0,0,0,7,3,"WD","Normal",110000
60,"FV",75,8004,"Pave","IR1","Lvl","Inside",1,"Somerst","RRAn","Norm","1Fam","2Story",8,5,137,59,"Gable","CompShg","VinylSd","VinylSd","Stone",110,3,3,"PConc",3,3,2,7,544,2,0,288,832,"GasA",5,"Y","SBrkr",832,1103,0,1935,1,0,2,1,1,3,8,"Typ",0,"BuiltIn",109,"Fin",2,552,3,3,"Y",0,150,0,0,0,0,0,12,3,"New","Partial",263435
70,"RL",60,7200,"Pave","Reg","Lvl","Inside",1,"SWISU","Feedr","Norm","1Fam","2Story",7,9,64,57,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,4,"PConc",3,4,2,6,350,5,210,0,560,"GasA",5,"Y","SBrkr",575,560,0,1135,1,0,1,0,1,4,6,"Typ",0,"Detchd",71,"RFn",2,576,3,3,"Y",256,0,0,0,0,0,0,4,3,"WD","Normal",155000
20,"RL",60,8281,"Pave","IR1","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",5,5,93,15,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,4,553,5,311,0,864,"GasA",4,"Y","SBrkr",864,0,0,864,0,0,1,0,1,3,5,"Typ",1,"Detchd",65,"Unf",1,360,3,3,"Y",0,0,236,0,0,0,0,12,3,"WD","Normal",62383
70,"RL",74,11988,"Pave","IR1","HLS","Inside",2,"Crawfor","Norm","Norm","1Fam","2Story",6,7,62,45,"Hip","CompShg","Stucco","Stucco","None",0,2,3,"CBlock",2,3,2,3,326,2,0,389,715,"GasA",2,"Y","FuseA",849,811,0,1660,0,0,1,1,1,3,6,"Typ",1,"Detchd",39,"Unf",1,240,3,3,"Y",0,0,0,0,0,0,0,8,2,"WD","Normal",188700
20,"RL",60,8430,"Pave","Reg","HLS","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,5,106,28,"Gable","CompShg","HdBoard","HdBoard","BrkFace",136,2,3,"CBlock",3,3,2,4,616,2,0,424,1040,"GasA",3,"Y","SBrkr",1040,0,0,1040,0,0,2,0,1,3,5,"Typ",0,"Attchd",72.8763333333333,"Unf",0,0,2.824,2.874,"Y",0,0,0,0,0,0,0,8,3,"WD","Normal",124000
120,"RM",45.6748545454545,3072,"Pave","Reg","Lvl","Inside",1,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,132,54,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,3,3,"PConc",3,3,2,2,0,2,0,1375,1375,"GasA",5,"Y","SBrkr",1414,0,0,1414,0,0,2,0,1,4,6,"Typ",1,"Attchd",104,"Fin",2,398,3,3,"Y",144,20,0,0,0,0,0,5,0,"WD","Normal",178740
20,"RL",85,10628,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",7,5,98,20,"Flat","Tar&Grv","Plywood","Plywood","None",0,2,4,"CBlock",2,4,5,7,778,2,0,499,1277,"GasA",3,"Y","SBrkr",1277,0,0,1277,1,0,1,0,1,3,5,"Typ",1,"Attchd",70,"Unf",2,526,3,3,"Y",0,0,0,0,176,0,0,4,1,"WD","Normal",167000
70,"RL",79,9480,"Pave","Reg","Lvl","Inside",1,"NAmes","Artery","Norm","1Fam","2Story",5,7,70,45,"Gable","CompShg","MetalSd","MetalSd","Stone",224,2,3,"CBlock",2,3,2,3,386,2,0,342,728,"GasA",5,"Y","SBrkr",888,756,0,1644,0,0,1,1,1,4,7,"Typ",2,"Attchd",42,"Unf",1,312,3,3,"Y",168,0,0,0,0,0,0,6,1,"WD","Normal",146500
20,"RL",98,11428,"Pave","IR1","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","1Story",8,5,134,56,"Gable","CompShg","VinylSd","VinylSd","Stone",248,3,3,"PConc",3,3,2,2,0,2,0,1626,1626,"GasA",5,"Y","SBrkr",1634,0,0,1634,0,0,2,0,1,4,7,"Typ",1,"Attchd",106,"RFn",3,866,3,3,"Y",0,44,0,0,0,0,0,5,1,"WD","Normal",250000
60,"RL",76,9291,"Pave","IR1","Lvl","Corner",1,"SawyerW","RRNe","Norm","1Fam","2Story",6,5,121,43,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,3,3,"PConc",3,3,2,7,426,2,0,406,832,"GasA",5,"Y","SBrkr",832,878,0,1710,0,0,2,1,1,4,7,"Typ",0,"Attchd",93,"RFn",2,506,3,3,"Y",144,70,0,0,0,0,0,6,2,"WD","Normal",187000
120,"RL",52.2593476190476,6820,"Pave","IR1","Lvl","Corner",1,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,113,35,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",3,3,4,7,368,5,1120,0,1488,"GasA",3,"Y","SBrkr",1502,0,0,1502,1,0,1,1,1,4,4,"Typ",0,"Attchd",85,"RFn",2,528,3,3,"Y",0,54,0,0,140,0,0,6,4,"WD","Normal",212000
60,"RL",92,11952,"Pave","Reg","Lvl","Inside",1,"NWAmes","PosA","Norm","1Fam","2Story",7,6,105,27,"Mansard","WdShake","WdShing","Plywood","None",0,2,3,"CBlock",3,3,2,2,0,2,0,808,808,"GasA",3,"Y","SBrkr",1161,808,0,1969,0,0,2,1,1,3,8,"Typ",1,"Attchd",77,"RFn",2,534,3,3,"Y",0,0,0,0,276,0,0,11,1,"WD","Normal",190000
180,"RM",35,3675,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","TwnhsE","SLvl",6,5,133,55,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,2,3,"PConc",3,3,5,7,459,2,0,88,547,"GasA",5,"Y","SBrkr",1072,0,0,1072,1,0,1,0,1,3,5,"Typ",0,"Basment",105,"RFn",2,525,3,3,"Y",0,28,0,0,0,0,0,6,2,"WD","Normal",148000
20,"RL",110,14977,"Pave","IR1","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","1Story",8,5,134,57,"Gable","CompShg","VinylSd","VinylSd","BrkFace",304,3,3,"PConc",4,3,5,7,1350,2,0,626,1976,"GasA",5,"Y","SBrkr",1976,0,0,1976,1,0,2,0,1,4,7,"Typ",1,"Attchd",106,"RFn",3,908,3,3,"Y",250,63,0,0,0,0,0,7,1,"New","Partial",440000
120,"RL",41,5330,"Pave","Reg","Lvl","Inside",1,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,128,50,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"PConc",3,3,4,7,1196,2,0,298,1494,"GasA",5,"Y","SBrkr",1652,0,0,1652,1,0,2,0,1,5,6,"Typ",0,"Attchd",100,"RFn",2,499,3,3,"Y",96,48,0,0,0,0,0,8,1,"WD","Normal",251000
20,"RL",80,8480,"Pave","Reg","Lvl","Corner",1,"Sawyer","Norm","Norm","1Fam","1Story",5,6,91,13,"Hip","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",2,3,2,7,630,2,0,340,970,"GasA",3,"Y","SBrkr",970,0,0,970,1,0,1,0,1,3,5,"Typ",0,"Detchd",96,"Unf",2,624,3,3,"Y",0,24,0,0,192,0,0,7,1,"WD","Normal",132500
20,"RL",75,13125,"Pave","Reg","Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",6,5,125,48,"Gable","CompShg","VinylSd","VinylSd","BrkFace",215,2,3,"PConc",3,3,5,7,994,2,0,484,1478,"GasA",5,"Y","SBrkr",1493,0,0,1493,1,0,2,0,1,4,7,"Typ",1,"Attchd",97,"Fin",2,508,3,3,"Y",140,39,0,0,0,0,0,4,2,"WD","Normal",208900
60,"RL",105,13693,"Pave","Reg","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","2Story",9,5,134,56,"Hip","CompShg","VinylSd","VinylSd","BrkFace",772,4,3,"PConc",3,3,4,2,0,2,0,2153,2153,"GasA",5,"Y","SBrkr",2069,574,0,2643,0,0,2,1,1,5,9,"Typ",1,"BuiltIn",106,"Fin",3,694,3,3,"Y",414,84,0,0,0,0,0,3,1,"WD","Normal",380000
20,"RL",79,10637,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",8,5,135,58,"Hip","CompShg","VinylSd","VinylSd","Stone",336,3,3,"PConc",4,3,5,7,1288,2,0,417,1705,"GasA",5,"Y","SBrkr",1718,0,0,1718,1,0,2,0,1,4,7,"Typ",1,"Attchd",107,"RFn",3,826,3,3,"Y",208,44,0,0,0,0,0,9,3,"WD","Normal",297000
30,"RM",50,5925,"Pave","Reg","Bnk","Inside",1,"OldTown","Norm","Norm","1Fam","1Story",4,7,65,50,"Hip","CompShg","Stucco","Stucco","BrkCmn",435,2,3,"BrkTil",1,3,2,4,168,2,0,739,907,"GasA",3,"Y","SBrkr",1131,0,0,1131,0,0,1,0,1,3,7,"Typ",0,"Detchd",95,"Unf",2,672,3,3,"Y",0,72,0,0,0,0,0,3,1,"WD","Alloca",89471
20,"RL",98,16033,"Pave","IR1","Lvl","FR2",1,"NridgHt","Norm","Norm","1Fam","1Story",9,5,132,55,"Hip","CompShg","VinylSd","VinylSd","BrkFace",378,3,3,"PConc",4,3,5,7,1261,2,0,572,1833,"GasA",5,"Y","SBrkr",1850,0,0,1850,1,0,2,0,1,4,8,"Typ",1,"Attchd",104,"Fin",3,772,3,3,"Y",519,112,0,0,0,0,0,3,0,"WD","Normal",326000
20,"RL",72,11846,"Pave","IR1","HLS","Inside",1,"NridgHt","Norm","Norm","1Fam","1Story",9,5,131,54,"Hip","CompShg","VinylSd","VinylSd","BrkFace",562,3,3,"PConc",4,3,5,7,1567,2,0,225,1792,"GasA",5,"Y","SBrkr",1792,0,0,1792,1,0,2,0,1,5,6,"Typ",1,"Attchd",103,"Fin",3,874,3,3,"Y",206,49,0,0,0,0,0,8,0,"WD","Normal",374000
70,"RM",50,2500,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","2Story",7,8,43,55,"Gable","CompShg","Stucco","Stucco","None",0,3,3,"PConc",2,3,2,6,299,2,0,611,910,"GasA",5,"Y","SBrkr",916,910,0,1826,1,0,1,1,1,5,7,"Min2",1,"Attchd",15,"Unf",1,164,2,2,"Y",0,0,0,0,0,0,0,6,3,"WD","Normal",155000
120,"RM",32,4500,"Pave","Reg","Lvl","FR2",1,"Mitchel","Norm","Norm","Twnhs","1Story",6,5,126,48,"Hip","CompShg","VinylSd","VinylSd","BrkFace",116,2,3,"PConc",4,3,2,7,897,2,0,319,1216,"GasA",5,"Y","SBrkr",1216,0,0,1216,1,0,2,0,1,3,5,"Typ",0,"Attchd",98,"Unf",2,402,3,3,"Y",0,125,0,0,0,0,0,5,0,"WD","Normal",164000
20,"RL",70.1688333333333,7758,"Pave","IR1","Lvl","Corner",1,"Sawyer","Norm","Norm","1Fam","1Story",5,7,90,51,"Gable","CompShg","HdBoard","Plywood","None",0,2,4,"CBlock",2,3,2,6,588,2,0,411,999,"GasA",4,"Y","SBrkr",999,0,0,999,1,0,1,0,1,4,6,"Typ",0,"Detchd",63,"Unf",1,264,3,3,"Y",0,132,0,0,0,0,0,3,1,"WD","Normal",132500
20,"RL",80,9600,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,7,78,57,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",2,3,2,6,607,2,0,506,1113,"GasA",4,"Y","SBrkr",1113,0,0,1113,0,0,1,0,1,4,5,"Typ",1,"Attchd",50,"Unf",1,264,3,3,"Y",0,80,120,0,0,0,0,7,3,"WD","Normal",147000
20,"RL",79,10289,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,7,93,15,"Hip","CompShg","MetalSd","MetalSd","BrkFace",168,2,3,"CBlock",2,3,2,6,836,2,0,237,1073,"GasA",3,"Y","SBrkr",1073,0,0,1073,1,0,1,1,1,3,6,"Typ",0,"Attchd",65,"RFn",2,515,3,3,"Y",0,0,0,0,0,0,0,6,1,"WD","Normal",156000
20,"RL",70,12243,"Pave","IR1","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","1Story",5,6,99,21,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",3,3,4,6,998,2,0,486,1484,"GasA",4,"Y","SBrkr",1484,0,0,1484,0,0,2,0,1,3,7,"Typ",1,"Attchd",71,"Unf",2,487,3,3,"Y",224,0,0,0,180,0,0,2,1,"WD","Normal",175000
190,"RL",60,10800,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,28,20,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",2,2,2,5,664,2,0,290,954,"GasA",3,"N","FuseA",1766,648,0,2414,0,0,2,0,2,3,10,"Mod",1,"Attchd",70,"Unf",2,520,3,2,"N",142,0,0,0,0,0,0,5,0,"ConLD","Normal",160000
180,"RM",21,1526,"Pave","Reg","Lvl","Inside",1,"MeadowV","Norm","Norm","Twnhs","SFoyer",4,8,98,52,"Gable","CompShg","CemntBd","CmentBd","None",0,2,4,"CBlock",3,3,4,7,515,2,0,115,630,"GasA",3,"Y","SBrkr",630,0,0,630,1,0,1,0,1,4,3,"Typ",0,"Attchd",70,"Unf",1,286,3,3,"Y",0,0,0,0,0,0,0,5,3,"WD","Normal",86000
160,"RM",32.5263571428571,2665,"Pave","Reg","Lvl","Inside",1,"MeadowV","Norm","Norm","TwnhsE","2Story",5,6,104,26,"Gable","CompShg","CemntBd","CmentBd","None",0,2,3,"PConc",3,3,3,2,0,2,0,264,264,"GasA",3,"Y","SBrkr",616,688,0,1304,0,0,1,1,1,3,4,"Typ",1,"BuiltIn",76,"Fin",1,336,3,3,"Y",141,24,0,0,0,0,0,6,2,"WD","Normal",115000
50,"RL",79,9490,"Pave","Reg","Lvl","Inside",1,"NAmes","Artery","Norm","1Fam","1.5Fin",6,7,69,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,5,403,4,165,238,806,"GasA",3,"Y","FuseA",958,620,0,1578,1,0,1,0,1,2,5,"Typ",2,"Attchd",41,"Unf",1,240,3,3,"Y",0,0,32,0,0,0,0,8,0,"WD","Normal",133000
60,"RL",105,15578,"Pave","IR1","Lvl","Corner",1,"Gilbert","Norm","Norm","1Fam","2Story",6,5,134,56,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,728,728,"GasA",4,"Y","SBrkr",728,728,0,1456,0,0,2,1,1,3,8,"Typ",0,"Attchd",106,"RFn",2,429,3,3,"Y",0,0,0,0,0,0,0,5,0,"New","Partial",172785
20,"RL",70,7931,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,6,88,10,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,3,"CBlock",2,3,2,5,374,3,532,363,1269,"GasA",3,"Y","FuseA",1269,0,0,1269,0,0,1,1,1,3,6,"Typ",1,"Detchd",64,"Unf",1,308,3,3,"Y",0,0,0,0,0,0,0,6,2,"WD","Normal",155000
30,"RM",50,5784,"Pave","Reg","Lvl","Inside",1,"OldTown","Artery","Norm","1Fam","1Story",5,8,66,46,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",1,3,2,2,0,2,0,190,190,"GasA",4,"Y","FuseA",886,0,0,886,0,0,1,0,1,3,4,"Typ",0,"Attchd",38,"Unf",1,273,3,3,"Y",144,20,80,0,0,0,0,12,3,"WD","Normal",91300
30,"C (all)",60,7879,"Pave","Reg","Lvl","Inside",1,"IDOTRR","Norm","Norm","1Fam","1Story",4,5,48,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,4,495,2,0,225,720,"GasA",3,"N","FuseA",720,0,0,720,0,0,1,0,1,3,4,"Typ",0,"Detchd",40.1768333333333,"Unf",0,0,2.726,2.713,"N",0,523,115,0,0,0,0,11,3,"WD","Abnorml",34900
